FID,SHAPE,BEZIRK,KREUZUNG,ANL_TYPE,ANL_NR,SE_SDO_ROWID,SE_ANNO_CAD_DATA
AKUSTISCHEAMPELOGD.292200,POINT (16.28617838914394 48.19457117105974),14,Linzer Str.-Zehetnerg.,Verkehrslichtsignalanlage,V14015-01,292200,
AKUSTISCHEAMPELOGD.292201,POINT (16.337502891908915 48.18560558485775),12,Schönbrunner Str.-Kobingerg.,geregelter Fußgängerübergang,V12071-01,292201,
AKUSTISCHEAMPELOGD.292202,POINT (16.46237170808544 48.235572837126064),22,Stadlauer Strasse-Hirschstettner Str.,Verkehrslichtsignalanlage,V22026-01,292202,
AKUSTISCHEAMPELOGD.292203,POINT (16.34846403324256 48.18865535314071),5,Schönbrunner Str.-Nevilleg.,Verkehrslichtsignalanlage,V05002-01,292203,
AKUSTISCHEAMPELOGD.292204,POINT (16.32053158068309 48.19076054538048),15,Linzer Str.-Avedikstr._Winkelmanns,Verkehrslichtsignalanlage,V15050-01,292204,
AKUSTISCHEAMPELOGD.292205,POINT (16.37914541706999 48.177875751845995),10,Gudrunstr.-Wielandg.,Verkehrslichtsignalanlage,V10067-01,292205,
AKUSTISCHEAMPELOGD.292207,POINT (16.421380381707916 48.261633405654656),21,Leopoldauer Str.-Töllerg.,geregelter Fußgängerübergang,V21020-01,292207,
AKUSTISCHEAMPELOGD.292209,POINT (16.33455608743852 48.23709515576456),19,Peter Jordan-Str.-Dänenstr.,Verkehrslichtsignalanlage,V19034-01,292209,
AKUSTISCHEAMPELOGD.292210,POINT (16.36273574847446 48.19067812611632),4,Mittersteig-Phorusg.,Verkehrslichtsignalanlage,V05020-01,292210,
AKUSTISCHEAMPELOGD.292211,POINT (16.39680988803173 48.1526354075678),10,Laaer-Berg-Strasse-Filmteichstr.,Verkehrslichtsignalanlage,V10024-01,292211,
AKUSTISCHEAMPELOGD.292212,POINT (16.357031939338327 48.188037537491844),5,Ramperstorfferg.-Viktor Christg.,Verkehrslichtsignalanlage,V05033-01,292212,
AKUSTISCHEAMPELOGD.292213,POINT (16.248403535809402 48.20369521125162),14,Linzer Str.-Utendorfg.,geregelter Fußgängerübergang,V14001-01,292213,
AKUSTISCHEAMPELOGD.292214,POINT (16.40513246119858 48.18434156783086),11,Simmeringer Hptstr.-Litfaßstr.,Verkehrslichtsignalanlage,V11002-01,292214,
AKUSTISCHEAMPELOGD.292215,POINT (16.40187556071173 48.2240660191753),2,Lassallestr.-Vorgartenstr.,Verkehrslichtsignalanlage,V02055-01,292215,
AKUSTISCHEAMPELOGD.292216,POINT (16.422585732073728 48.26997397588692),21,Siemensstraße-Franz-Sebek-Straße,Verkehrslichtsignalanlage,V21038-01,292216,
AKUSTISCHEAMPELOGD.292217,POINT (16.370573844603967 48.169090501513594),10,Laxenburger Str.-Troststr.,Verkehrslichtsignalanlage,V10026-01,292217,
AKUSTISCHEAMPELOGD.292218,POINT (16.283602355329013 48.17709764684234),13,Lainzer Str.-Jagdschloßg.,Verkehrslichtsignalanlage,V13017-01,292218,
AKUSTISCHEAMPELOGD.292219,POINT (16.412834914624984 48.1919140411392),3,Erdbergstra¿e-Nottendorfer,Verkehrslichtsignalanlage,V03069-01,292219,
AKUSTISCHEAMPELOGD.292220,POINT (16.298432851276097 48.18625196195793),13,Hietzinger Hptstr.-Lainzer Str.,Verkehrslichtsignalanlage,V13013-01,292220,
AKUSTISCHEAMPELOGD.292221,POINT (16.361392069721823 48.145424228869075),23,Laxenburger Str.-Draschestr.,Verkehrslichtsignalanlage,V23002-01,292221,
AKUSTISCHEAMPELOGD.292222,POINT (16.223986258937938 48.20900301162379),14,Hauptstr.-Badg.,Verkehrslichtsignalanlage,V14023-01,292222,
AKUSTISCHEAMPELOGD.292224,POINT (16.396070715579558 48.15507801746946),10,Laaer-Berg-Strasse-Kronawettergasse,geregelter Fußgängerübergang,V10040-01,292224,
AKUSTISCHEAMPELOGD.292225,POINT (16.331604403525148 48.20050110347616),15,Hütteldorfer Str.-Being._Vogelweidpl.,Verkehrslichtsignalanlage,V15016-01,292225,
AKUSTISCHEAMPELOGD.292227,POINT (16.372080711397974 48.211263338751266),1,Hoher Markt-Tuchlauben,Verkehrslichtsignalanlage,V01045-01,292227,
AKUSTISCHEAMPELOGD.292228,POINT (16.319715043471977 48.172217224664074),12,Edelsinnstr.-Schwenkg.,Verkehrslichtsignalanlage,V12049-01,292228,
AKUSTISCHEAMPELOGD.292229,POINT (16.38546515871433 48.18981059492623),3,Fasang.-Mohsg.,Verkehrslichtsignalanlage,V03003-01,292229,
AKUSTISCHEAMPELOGD.292230,POINT (16.353275305714554 48.222259627581714),9,Währinger Str.-Spitalg._Nußdorferstr.,Verkehrslichtsignalanlage,V09018-01,292230,
AKUSTISCHEAMPELOGD.292233,POINT (16.31242677735579 48.1990261067315),14,Hütteldorfer Str.-Reinlg._Poschg.,Verkehrslichtsignalanlage,V14005-01,292233,
AKUSTISCHEAMPELOGD.292235,POINT (16.384017574849256 48.208285559048534),3,Vordere Zollamtsstr.-Marxerg._Stelzhammerg.,Verkehrslichtsignalanlage,V03006-01,292235,
AKUSTISCHEAMPELOGD.292236,POINT (16.3664573653613 48.225392653682505),9,Roßauer Lände-Glaserg.,Verkehrslichtsignalanlage,V09035-01,292236,
AKUSTISCHEAMPELOGD.292237,POINT (16.326670621269514 48.17843586576687),12,Ruckerg.-Pohlg.,Verkehrslichtsignalanlage,V12009-01,292237,
AKUSTISCHEAMPELOGD.292240,POINT (16.344742260018997 48.17373533023427),12,Kundratstr.-Köglerg.,Verkehrslichtsignalanlage,V12014-01,292240,
AKUSTISCHEAMPELOGD.292241,POINT (16.34894089761209 48.224610743848984),18,Währinger Gürtel-Schulgasse,Verkehrslichtsignalanlage,V18030-01,292241,
AKUSTISCHEAMPELOGD.292914,POINT (16.338864842240422 48.18848681901729),15,Sechshauser Gürtel-Linke Wienzeile,Verkehrslichtsignalanlage,V15006-01,292914,
AKUSTISCHEAMPELOGD.292916,POINT (16.394952228899832 48.19190551599743),3,Rennweg-Oberzellerg.,Verkehrslichtsignalanlage,V03051-01,292916,
AKUSTISCHEAMPELOGD.292917,POINT (16.387695191720752 48.24863059514084),21,Floridsdorfer Brücke-Auffahrt Donauinsel,Verkehrslichtsignalanlage,V21031-01,292917,
AKUSTISCHEAMPELOGD.292918,POINT (16.334456593933425 48.22499707343629),18,Kreuzg.-Vinzenzg.,Verkehrslichtsignalanlage,V18017-01,292918,
AKUSTISCHEAMPELOGD.292919,POINT (16.355769133790226 48.1892776596018),5,Margaretenstr.-Ramperstorfferg.,Verkehrslichtsignalanlage,V05017-01,292919,
AKUSTISCHEAMPELOGD.292920,POINT (16.297132263781204 48.17202256247162),13,Fasangarteng.-Stranzenbergg._-Brücke,Verkehrslichtsignalanlage,V13004-01,292920,
AKUSTISCHEAMPELOGD.292922,POINT (16.27408610824693 48.19285935236321),14,Hadikg.-St.Veit Br._Hochsatzg.,Verkehrslichtsignalanlage,V14035-01,292922,
AKUSTISCHEAMPELOGD.292923,POINT (16.376578070563173 48.20039537717404),1,Lothringerstr.-Lisztstr.,Verkehrslichtsignalanlage,V03101-01,292923,
AKUSTISCHEAMPELOGD.292924,POINT (16.27508920527527 48.19220958779682),13,Hietzinger Kai-Franz-Boos-G.,Verkehrslichtsignalanlage,V13030-01,292924,
AKUSTISCHEAMPELOGD.292925,POINT (16.35104614006129 48.18995007511257),6,Linke Wienzeile-Aniling.,Verkehrslichtsignalanlage,V06002-01,292925,
AKUSTISCHEAMPELOGD.292926,POINT (16.333860082684456 48.20405124744506),15,Gablenzg.-Möringg_Neumayerg,Verkehrslichtsignalanlage,V15054-01,292926,
AKUSTISCHEAMPELOGD.292927,POINT (16.42128614264234 48.29854163995952),21,Brünner Str.-Stammersdorfer Str.,Verkehrslichtsignalanlage,V21011-01,292927,
AKUSTISCHEAMPELOGD.292929,POINT (16.384686372724545 48.16027477211662),10,Altes Landgut-Ludwig-von-Höhnel-Gasse,Verkehrslichtsignalanlage,V10020-01,292929,
AKUSTISCHEAMPELOGD.292930,POINT (16.34753862639736 48.16580229407899),10,Triester Str.-Hertha-Firnberg-Straße,Verkehrslichtsignalanlage,V10006-01,292930,
AKUSTISCHEAMPELOGD.292931,POINT (16.33815685881244 48.20862268711891),16,Lerchenf. Gürtel-Thaliastr.,Verkehrslichtsignalanlage,V16009-01,292931,
AKUSTISCHEAMPELOGD.292933,POINT (16.26015877572855 48.138398881449234),23,Breitenfurter Str.-Rodauner Str.,Verkehrslichtsignalanlage,V23004-01,292933,
AKUSTISCHEAMPELOGD.292935,POINT (16.414041220742863 48.253169319627695),21,Donaufelder Str.-Fultonstr.,Verkehrslichtsignalanlage,V21021-01,292935,
AKUSTISCHEAMPELOGD.292936,POINT (16.326256388944305 48.13765613110626),23,Triester Str.-Erlaaer Str.,Verkehrslichtsignalanlage,V23064-01,292936,
AKUSTISCHEAMPELOGD.292938,POINT (16.328548141956666 48.18322698598343),12,Schönbrunner Str.-Theresienbadg.,Verkehrslichtsignalanlage,V12035-01,292938,
AKUSTISCHEAMPELOGD.292941,POINT (16.338692187823128 48.21077259504746),16,Lerchenf. Gürtel-Neulerchenf. Str,Verkehrslichtsignalanlage,V16032-01,292941,
AKUSTISCHEAMPELOGD.292942,POINT (16.343096853040866 48.205817148446066),7,Neustiftg.-Schottenfeldg.,Verkehrslichtsignalanlage,V07007-01,292942,
AKUSTISCHEAMPELOGD.292943,POINT (16.372553213553104 48.17342797897878),10,Laxenburger Str.-Davidg. _Arthaberpl.,Verkehrslichtsignalanlage,V10057-01,292943,
AKUSTISCHEAMPELOGD.292944,POINT (16.361170019827533 48.21214468982353),1,Universitätsring-Grillparzerstr.,Verkehrslichtsignalanlage,V01058-01,292944,
AKUSTISCHEAMPELOGD.292946,POINT (16.350697597654776 48.22911162662864),9,Währinger Gürtel-Pulverturmg.,Verkehrslichtsignalanlage,V09047-01,292946,
AKUSTISCHEAMPELOGD.292947,POINT (16.373746324996073 48.178353658865326),10,Laxenburger Str.-Gudrunstr.,Verkehrslichtsignalanlage,V10043-01,292947,
AKUSTISCHEAMPELOGD.292949,POINT (16.360602568515333 48.19258399900287),5,Margaretenstr.-Straußeng.,Verkehrslichtsignalanlage,V05016-01,292949,
AKUSTISCHEAMPELOGD.292950,POINT (16.364110584347017 48.21561431210582),9,M.Theresien Str.-Liechtensteinstr.,Verkehrslichtsignalanlage,V09009-01,292950,
AKUSTISCHEAMPELOGD.292951,POINT (16.381507347942307 48.246165444863706),20,Handelskai-F. Engels-Platz,Verkehrslichtsignalanlage,V20009-01,292951,
AKUSTISCHEAMPELOGD.292952,POINT (16.366788290667436 48.20009573727762),1,Rechte Wienzeile-Operng.,Verkehrslichtsignalanlage,V04003-01,292952,
AKUSTISCHEAMPELOGD.292953,POINT (16.43329032379395 48.242899048068956),22,Siebeckstr.-Anton Sattler-G.,Verkehrslichtsignalanlage,V22048-01,292953,
AKUSTISCHEAMPELOGD.292954,POINT (16.34051136497738 48.20184901467351),7,Westbahnstr.-Kaiserstr.,Verkehrslichtsignalanlage,V07028-01,292954,
AKUSTISCHEAMPELOGD.293040,POINT (16.39765584909496 48.194041705124135),3,Landstr. Hptstr.-Oberzellerg._Rabeng.,Verkehrslichtsignalanlage,V03035-01,293040,
AKUSTISCHEAMPELOGD.293041,POINT (16.338803592877976 48.192601231284286),6,Mariahilfer Gürtel-Mittelg.,Verkehrslichtsignalanlage,V06021-01,293041,
AKUSTISCHEAMPELOGD.293043,POINT (16.338292583637998 48.198277055665805),15,Neubaugürtel-Felberstr.,Verkehrslichtsignalanlage,V15040-01,293043,
AKUSTISCHEAMPELOGD.293044,POINT (16.31515306395547 48.164513376205576),12,Breitenfurter Str.-Hetzendorfer Str.,Verkehrslichtsignalanlage,V12040-01,293044,
AKUSTISCHEAMPELOGD.293045,POINT (16.34344030901672 48.20756909676801),8,Lerchenf. Str.-Schottenfeldg._Albertg,Verkehrslichtsignalanlage,V07006-01,293045,
AKUSTISCHEAMPELOGD.293046,POINT (16.40478988398048 48.21692029667064),2,Max-Koppe- Gasse-Parkhaus WEST,Verkehrslichtsignalanlage,V02075-01,293046,
AKUSTISCHEAMPELOGD.293047,POINT (16.47074874889232 48.15999485936776),11,Kaiser-Ebersdorfer Straße-Zinnerg._Etrichstr.,Verkehrslichtsignalanlage,V11013-01,293047,
AKUSTISCHEAMPELOGD.293048,POINT (16.30242121166929 48.19811978806948),14,Hütteldorfer Str.-Ameisg. _Leyserstr.,Verkehrslichtsignalanlage,V14006-01,293048,
AKUSTISCHEAMPELOGD.293050,POINT (16.38562411337467 48.15968801739751),10,Ludwig von Höhnel Gasse-Zufahrt Laaerberbad,Verkehrslichtsignalanlage,V10089-01,293050,
AKUSTISCHEAMPELOGD.293051,POINT (16.452004522737898 48.24836705117611),22,Kagraner Platz-Breitenleer Str.,Verkehrslichtsignalanlage,V22121-01,293051,
AKUSTISCHEAMPELOGD.293054,POINT (16.48112455636986 48.23972078704304),22,Prinzgasse-Pirquetgasse,geregelter Fußgängerübergang,V22124-01,293054,
AKUSTISCHEAMPELOGD.293055,POINT (16.483509908243963 48.24035514548056),22,Pirquetgasse-Zanggasse,geregelter Fußgängerübergang,V22126-01,293055,
AKUSTISCHEAMPELOGD.293056,POINT (16.48881979251749 48.236800409299896),22,Hausfeldstraße-Am Heidjöchl,Verkehrslichtsignalanlage,V22127-01,293056,
AKUSTISCHEAMPELOGD.293057,POINT (16.487318304182754 48.23335231429392),22,Hausfeldstraße-Ostbahnbegleitstraße,Verkehrslichtsignalanlage,V22128-01,293057,
AKUSTISCHEAMPELOGD.293058,POINT (16.456236310452443 48.24326074827663),22,Hirschstettner Straße-Pogrelzstraße,Verkehrslichtsignalanlage,V22129-01,293058,
AKUSTISCHEAMPELOGD.293059,POINT (16.349928398230322 48.149125216962524),23,Draschestr.-Büttnergasse,geregelter Fußgängerübergang,V23084-01,293059,
AKUSTISCHEAMPELOGD.293060,POINT (16.381663837159696 48.187343256942086),3,Arsenalstrasse-Erste Campus,Verkehrslichtsignalanlage,V03106-01,293060,
AKUSTISCHEAMPELOGD.293061,POINT (16.389892744617107 48.16536078387068),10,Laaer-Berg-Strasse-Käthe-Odwody-Gasse,Verkehrslichtsignalanlage,V10101-01,293061,
AKUSTISCHEAMPELOGD.293062,POINT (16.37791530215364 48.18627899521727),10,Gertrude Fröhlich Sandner Strasse-Gödlgasse,Verkehrslichtsignalanlage,V10110-01,293062,
AKUSTISCHEAMPELOGD.293063,POINT (16.457237777479786 48.230728796283564),22,Stadlauer Strasse-Miriam Makeba Gasse,Verkehrslichtsignalanlage,V22132-01,293063,
AKUSTISCHEAMPELOGD.293064,POINT (16.378290304695845 48.18553991041418),10,Gertrude Fröhlich Sandner Strasse-Canettistrasse,Verkehrslichtsignalanlage,V10111-01,293064,
AKUSTISCHEAMPELOGD.293065,POINT (16.377808369914142 48.18410380457018),10,Gertrude Fröhlich Sandner Strasse-Gerhard Bronner Strasse,Verkehrslichtsignalanlage,V10112-01,293065,
AKUSTISCHEAMPELOGD.293066,POINT (16.285935556302 48.136545959559555),23,Breitenfurter Str.-Karl-Sarg-Gasse,Verkehrslichtsignalanlage,V23088-01,293066,
AKUSTISCHEAMPELOGD.293067,POINT (16.38056376795054 48.18370120116577),10,Karl Popper Strasse-Gerhard Bronner Strasse,Verkehrslichtsignalanlage,V10104-01,293067,
AKUSTISCHEAMPELOGD.293068,POINT (16.3385652115992 48.20940197577475),16,Lerchenfelder Gürtel-Grundsteingasse,Verkehrslichtsignalanlage,V16060-01,293068,
AKUSTISCHEAMPELOGD.293069,POINT (16.381244701938186 48.18233423209268),10,Karl Popper Strasse-Alfred Adler Strasse,Verkehrslichtsignalanlage,V10105-01,293069,
AKUSTISCHEAMPELOGD.293070,POINT (16.382067897694228 48.18269956667762),10,Karl Popper Strasse-Unterführung Alfred Adler Strasse,Verkehrslichtsignalanlage,V10106-01,293070,
AKUSTISCHEAMPELOGD.293071,POINT (16.45782739583447 48.18397391671748),2,Seitenhafenstr.-Zufahrt Zollfreizone,Verkehrslichtsignalanlage,V02092-01,293071,
AKUSTISCHEAMPELOGD.293072,POINT (16.461526084974416 48.17928055462707),,Seitenhafenstr.-Zufahrt Spetrans,Verkehrslichtsignalanlage,V02093-01,293072,
AKUSTISCHEAMPELOGD.293073,POINT (16.31323443433591 48.207406396779994),16,Gablenzgasse-Pfenninggeldg.,geregelter Fußgängerübergang,V16058-01,293073,
AKUSTISCHEAMPELOGD.293074,POINT (16.349026353409553 48.22513404824207),18,Währinger Gürtel-Währinger Str.,Verkehrslichtsignalanlage,V18007-01,293074,
AKUSTISCHEAMPELOGD.293076,POINT (16.308505565151158 48.20522273573708),16,Huttengasse-Adolf-Czettel-Gasse_Opfermanngasse,Verkehrslichtsignalanlage,V16059-01,293076,
AKUSTISCHEAMPELOGD.293079,POINT (16.397283697385593 48.18034217602569),3,Franz Grill Straße-Ausfahrt Holzinstitut,Verkehrslichtsignalanlage,V03114-01,293079,
AKUSTISCHEAMPELOGD.292955,POINT (16.333760750355967 48.184656780024234),15,Linke Wienzeile-Storcheng.,geregelter Fußgängerübergang,V15015-01,292955,
AKUSTISCHEAMPELOGD.292956,POINT (16.40103487792166 48.190476813226276),3,Landstr. Hptstr.-Schlachthg._Viehmarkt,Verkehrslichtsignalanlage,V03012-01,292956,
AKUSTISCHEAMPELOGD.292957,POINT (16.398955150374302 48.20611216958646),2,Wittelsbachstr.-Böcklinstr.,Verkehrslichtsignalanlage,V02011-01,292957,
AKUSTISCHEAMPELOGD.292958,POINT (16.36836736605618 48.16498849488372),10,Laxenburger Str.-Raxstr._Grenzackerstr.,Verkehrslichtsignalanlage,V10012-01,292958,
AKUSTISCHEAMPELOGD.292959,POINT (16.32095929592338 48.198929253409),15,Hütteldorferstrasse-Wurmsergasse,Verkehrslichtsignalanlage,V15033-01,292959,
AKUSTISCHEAMPELOGD.292960,POINT (16.359238083573363 48.21722850617052),9,Währinger Str.-Bergg.,Verkehrslichtsignalanlage,V09014-01,292960,
AKUSTISCHEAMPELOGD.292961,POINT (16.344762754385307 48.22133722131568),9,Währinger Gürtel-Notusfahrt AKH,Verkehrslichtsignalanlage,V09058-01,292961,
AKUSTISCHEAMPELOGD.292963,POINT (16.406441778736585 48.194489872936295),3,Schlachthausgasse-Markhofgasse,Verkehrslichtsignalanlage,V03085-01,292963,
AKUSTISCHEAMPELOGD.292965,POINT (16.335808307606538 48.175502830247254),12,Eichenstr.-Dörfelstr.,Verkehrslichtsignalanlage,V12017-01,292965,
AKUSTISCHEAMPELOGD.292966,POINT (16.414013686510508 48.176555641354895),11,Simmeringer Hptstr.-Enkplatz,Verkehrslichtsignalanlage,V11010-01,292966,
AKUSTISCHEAMPELOGD.292967,POINT (16.320515099974305 48.152034319422164),23,Altmannsdorfer Str.-A.Baumgartner-Str.,Verkehrslichtsignalanlage,V23009-01,292967,
AKUSTISCHEAMPELOGD.292968,POINT (16.336751477938208 48.204183378713296),16,Neubaugürtel-Gablenzg.,Verkehrslichtsignalanlage,V16010-01,292968,
AKUSTISCHEAMPELOGD.292969,POINT (16.395517866635945 48.15632504597995),10,Laaer-Berg-Strasse-Bitterlichstr.,Verkehrslichtsignalanlage,V10025-01,292969,
AKUSTISCHEAMPELOGD.292970,POINT (16.31441080047023 48.18783291449777),14,Linke Wienzeile-Schönbr.Schloßbrücke,Verkehrslichtsignalanlage,V14025-01,292970,
AKUSTISCHEAMPELOGD.292971,POINT (16.363438260894632 48.1864246933369),5,Wiedner Hauptstr.-Anzengruberg.,Verkehrslichtsignalanlage,V05008-01,292971,
AKUSTISCHEAMPELOGD.292972,POINT (16.331619477269584 48.21420623378945),16,Ottakringer Str.-Haberlg._Kalvarienbg,Verkehrslichtsignalanlage,V16001-01,292972,
AKUSTISCHEAMPELOGD.292973,POINT (16.386465740760165 48.1945462739918),3,Rennweg-Fasang._Ungarg.,Verkehrslichtsignalanlage,V03045-01,292973,
AKUSTISCHEAMPELOGD.292974,POINT (16.357277402852393 48.19853872305681),6,Gumpendorfer Str.-Stiegeng.,Verkehrslichtsignalanlage,V06041-01,292974,
AKUSTISCHEAMPELOGD.292975,POINT (16.34418249396973 48.19671089170741),7,Mariahilfer Str.-Schottenfeldg._Webg.,Rot/Gelb Anlage,V06008-01,292975,
AKUSTISCHEAMPELOGD.292976,POINT (16.345974969424162 48.197091256101466),6,Mariahilfer Str.-Zieglerg.,Rot/Gelb Anlage,V06009-01,292976,
AKUSTISCHEAMPELOGD.292977,POINT (16.332252724205684 48.182038621446814),12,Arndtstr.-Grieshofg.,Verkehrslichtsignalanlage,V12029-01,292977,
AKUSTISCHEAMPELOGD.292979,POINT (16.345439899398194 48.183897037057385),12,Gaudenzd. Gürtel-Steinbauerg.,Verkehrslichtsignalanlage,V12003-01,292979,
AKUSTISCHEAMPELOGD.292981,POINT (16.3527280058645 48.23113086120588),9,Währinger Gürtel-Sobieskig.,geregelter Fußgängerübergang,V09048-01,292981,
AKUSTISCHEAMPELOGD.292982,POINT (16.33898935199694 48.21696270515918),17,Hernalser Hptstr.-Veronikag.,Verkehrslichtsignalanlage,V17004-01,292982,
AKUSTISCHEAMPELOGD.292983,POINT (16.431257383136554 48.2055216983962),2,Wehlistr.-J. Böhm Platz,Verkehrslichtsignalanlage,V02007-01,292983,
AKUSTISCHEAMPELOGD.292985,POINT (16.432057885182758 48.20602861087237),2,Handelskai-J.Böhm Platz,Verkehrslichtsignalanlage,V02009-01,292985,
AKUSTISCHEAMPELOGD.292986,POINT (16.399019848953888 48.1879643197574),3,Landstr. Hptstr.-Leberstr.,Verkehrslichtsignalanlage,V03013-01,292986,
AKUSTISCHEAMPELOGD.292987,POINT (16.299458874268186 48.192629677076646),14,Ameisbrücke-Karlingerg.,Verkehrslichtsignalanlage,V14019-01,292987,
AKUSTISCHEAMPELOGD.292989,POINT (16.385495445689845 48.20580001682858),3,Landstr. Hptstr.-Invalidenstr.,Verkehrslichtsignalanlage,V03032-01,292989,
AKUSTISCHEAMPELOGD.292991,POINT (16.34912930920925 48.205429376485725),7,Neustiftg.-Neubaug.,Verkehrslichtsignalanlage,V07016-01,292991,
AKUSTISCHEAMPELOGD.292992,POINT (16.418171141581258 48.188631238538846),3,Erdbergstra¿e-Modecenterstr.,Verkehrslichtsignalanlage,V03089-01,292992,
AKUSTISCHEAMPELOGD.292993,POINT (16.3704569922724 48.20050898899264),1,Lothringerstr.-Akademiestr.,Verkehrslichtsignalanlage,V01007-01,292993,
AKUSTISCHEAMPELOGD.292994,POINT (16.32748708306424 48.19134071376464),15,Mariahilfer Str.-Rusteng._Dadlerg.,Verkehrslichtsignalanlage,V15007-01,292994,
AKUSTISCHEAMPELOGD.292995,POINT (16.4393628840761 48.238533777671904),22,Donaustadtstr.-Häuslerg.,Verkehrslichtsignalanlage,V22049-01,292995,
AKUSTISCHEAMPELOGD.292996,POINT (16.337290106558946 48.19025626751076),15,Sechshauser Gürtel-Sechshauser Str.,Verkehrslichtsignalanlage,V15004-01,292996,
AKUSTISCHEAMPELOGD.292997,POINT (16.299180456288845 48.17129361451346),13,Fasangarteng.-Klimtg.,Verkehrslichtsignalanlage,V12080-01,292997,
AKUSTISCHEAMPELOGD.292999,POINT (16.287952314832417 48.13799174627139),23,Breitenfurter Str.-Dr.Neumann-G.,Verkehrslichtsignalanlage,V23034-01,292999,
AKUSTISCHEAMPELOGD.293000,POINT (16.324341766103192 48.18032873283093),12,Tivolig.-Aichholzg.,Verkehrslichtsignalanlage,V12061-01,293000,
AKUSTISCHEAMPELOGD.293003,POINT (16.379125897751646 48.181387629122874),10,Landgutg.-Sonnwendg.,Verkehrslichtsignalanlage,V10060-01,293003,
AKUSTISCHEAMPELOGD.293004,POINT (16.396267368530243 48.18579724923411),3,Landstr. Gürtel-Landstr. Hptstr.,Verkehrslichtsignalanlage,V03044-01,293004,
AKUSTISCHEAMPELOGD.293006,POINT (16.370464132331772 48.236318875669376),20,Jägerstr.-Wexstr._Stromstr.,Verkehrslichtsignalanlage,V20022-01,293006,
AKUSTISCHEAMPELOGD.293007,POINT (16.408617151001888 48.276501769570366),21,Brünner Str.-Siemensstr._Frauenst.g.,Verkehrslichtsignalanlage,V21008-01,293007,
AKUSTISCHEAMPELOGD.293009,POINT (16.333540944180523 48.17146992040576),12,Wienerbergstr.-Cothmannstr.,Verkehrslichtsignalanlage,V12070-01,293009,
AKUSTISCHEAMPELOGD.293010,POINT (16.348762462981345 48.242772490452076),19,Billrothstr.-Silberg._Hofzeile,Verkehrslichtsignalanlage,V19024-01,293010,
AKUSTISCHEAMPELOGD.293011,POINT (16.30762037365222 48.226401525067075),17,Hernalser Hptstr.-Güpferlingstr.,Verkehrslichtsignalanlage,V17010-01,293011,
AKUSTISCHEAMPELOGD.293013,POINT (16.327463848052954 48.22781891237343),18,Gersthofer Str.-Czartoryskig._Kreuzg.,Verkehrslichtsignalanlage,V18012-01,293013,
AKUSTISCHEAMPELOGD.293015,POINT (16.40890677423964 48.19456123816826),3,Erdbergstr.-Würtzlerstr.,Verkehrslichtsignalanlage,V03062-01,293015,
AKUSTISCHEAMPELOGD.293016,POINT (16.295831078623817 48.169390329388364),13,Atzgersdorfer Strasse-ON 10,geregelter Fußgängerübergang,V13038-01,293016,
AKUSTISCHEAMPELOGD.293017,POINT (16.32479359197091 48.19861043566958),15,Hütteldorfer Str.-Huglg.,Verkehrslichtsignalanlage,V15059-01,293017,
AKUSTISCHEAMPELOGD.293019,POINT (16.421694980330013 48.16909805514385),11,Simmeringer Hptstr.-K.-Ebersdorfer Str.,Verkehrslichtsignalanlage,V11030-01,293019,
AKUSTISCHEAMPELOGD.293020,POINT (16.349545824846135 48.18064952460235),5,Margaretengürtel-Fendig.,Verkehrslichtsignalanlage,V05024-01,293020,
AKUSTISCHEAMPELOGD.293021,POINT (16.427161352211986 48.17937490453381),11,1.Haidequerstr.-Lautenschlägerg.,Verkehrslichtsignalanlage,V11018-01,293021,
AKUSTISCHEAMPELOGD.293022,POINT (16.3546335783268 48.23890805040798),19,Döblinger Hptstr.-Gatterburgg.,Verkehrslichtsignalanlage,V19022-01,293022,
AKUSTISCHEAMPELOGD.293024,POINT (16.34184956584622 48.196286640484274),6,Mariahilfer Str.-Kaiserstr._Stumperg.,Verkehrslichtsignalanlage,V06017-01,293024,
AKUSTISCHEAMPELOGD.293026,POINT (16.4586053953866 48.22174286675368),22,Langobardenstr.-Hardegg.,Verkehrslichtsignalanlage,V22028-01,293026,
AKUSTISCHEAMPELOGD.293027,POINT (16.32698041176159 48.18157121259005),12,Ruckerg.-Rosasg.,geregelter Fußgängerübergang,V12057-01,293027,
AKUSTISCHEAMPELOGD.293028,POINT (16.35142791026143 48.211871566118994),8,Florianig.-Lange G.,Verkehrslichtsignalanlage,V08011-01,293028,
AKUSTISCHEAMPELOGD.293029,POINT (16.415291648638537 48.18892268717035),3,Franzosengraben-Park and Ride Erdberg,Verkehrslichtsignalanlage,V03071-01,293029,
AKUSTISCHEAMPELOGD.293030,POINT (16.359669035374758 48.20386449933229),7,Museumsplatz-,Verkehrslichtsignalanlage,V07027-01,293030,
AKUSTISCHEAMPELOGD.293032,POINT (16.296924261708003 48.1462444456902),23,Brunner Str.-Erlaaer Str.,Verkehrslichtsignalanlage,V23007-01,293032,
AKUSTISCHEAMPELOGD.293033,POINT (16.42789736329685 48.24721525958054),22,Dückeg.-Prandaug.,Verkehrslichtsignalanlage,V22090-01,293033,
AKUSTISCHEAMPELOGD.293034,POINT (16.33871332209334 48.19656284610132),15,Neubaugürtel-Westbahnhof-Zufahrt,geregelter Fußgängerübergang,V15002-01,293034,
